npi,enumeration_type,practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,country,primary_taxonomy,taxonomy_code,all_taxonomies,enumeration_date,last_updated,status,authorized_official_name,authorized_official_title,estimated_physician_count,physician_names_sample
1447925599,NPI-2,"DEACONESS SPECIALTY PHYSICIANS, INC",270-831-7937,270-831-7939,1305 N ELM ST,,HENDERSON,KY,424202783,United States,"Internal Medicine, Hematology & Oncology",207RH0003X,"Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Hematology & Oncology; Orthopaedic Surgery; Physician Assistant; Physician Assistant, Medical; Nurse Practitioner; Nurse Practitioner, Acute Care",2021-08-11,2024-07-01,A,CHERYL WATHEN,CFO,0,
1437362076,NPI-2,"DIVERIS ORTHOPEDICS AND SPORTS MEDICINE,PC",219-263-8849,219-476-0108,2562 WALTON BLVD,,WARSAW,IN,465826522,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2007-05-08,2023-06-09,A,JOHN DIVERIS,President,0,
1730601097,NPI-2,DK ORTHOPEDICS LLC,219-769-7004,,7284 W LINCOLN HWY,,CROWN POINT,IN,463079526,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2017-07-08,2017-07-08,A,DONALD KUCHARZYK,Owner,0,
1659589695,NPI-2,DOCTOR BIEHL LLC,219-872-2466,219-872-2467,"8865 WEST 400 NORTH, MEDICAL PAVILION",SUITE 101,MICHIGAN CITY,IN,463609222,United States,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery",207XP3100X,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery",2007-05-21,2007-11-13,A,WILLIAM BIEHL,President,0,
1679599872,NPI-2,"DOUGLAS MURPHY, MD, PC",219-322-6835,219-322-6836,221 SOUTH ROUTE 41,,SCHERERVILLE,IN,46375,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2006-07-14,2020-08-22,A,MONICA TENBARGE,Account Manager,0,
1922178755,NPI-2,DRS TOMLIN & GOSSMANN INC,812-282-8494,812-288-4481,1220 SPRING ST,,JEFFERSONVILLE,IN,47130,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2006-11-09,2010-01-27,A,BRENT WALZ,MD,2,"CHRISTOPH FUCHS, M.D.; PATRICK BAUER, MD"
1255396883,NPI-2,DUKES PHYSICIAN SERVICES LLC,765-472-8000,,275 W 12TH ST,,PERU,IN,469701638,United States,General Practice,208D00000X,"Family Medicine; Internal Medicine, Cardiovascular Disease; Internal Medicine, Endocrinology, Diabetes & Metabolism; Orthopaedic Surgery; General Practice; Nurse Practitioner",2006-04-18,2024-10-01,A,KRISTINA MUSIC,Director/Provider Enrollment,0,
1699976225,NPI-2,DUNN MEMORIAL HOSPITAL,812-275-2660,812-275-3462,1618 25TH ST,,BEDFORD,IN,474215000,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2007-05-30,2007-09-05,A,MICHAEL COOPER,Chief Executive Officer,0,
1922072933,NPI-2,EASTERN INDIANA ORTHOPAEDICS INC,765-962-5574,765-939-4200,1400 HIGHLAND RD,STE 1,RICHMOND,IN,473748810,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2006-02-15,2007-12-05,A,TONYA ABRAMS,Business Office Manager,0,
1154674042,NPI-2,ELITE DIAGNOSTICS LLC,888-339-7339,312-254-1421,10996 FOUR SEASONS PL,STE 100A,CROWN POINT,IN,463078684,United States,Clinical Medical Laboratory,291U00000X,"Family Medicine; Internal Medicine; Internal Medicine, Infectious Disease; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Pathology, Clinical Pathology/Laboratory Medicine; Clinical Medical Laboratory",2012-10-17,2012-10-17,A,KIRNJOT SINGH,PRESIDENT,0,
1295455202,NPI-2,"ELLIS & BADENHAUSEN ORTHOPAEDICS, PSC",812-321-6321,,3605 NORTHGATE CT STE 214,,NEW ALBANY,IN,471506422,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery; Physical Therapist; Physician Assistant; Nurse Practitioner,2022-08-30,2025-02-27,A,TASHANA PRESTON,Billing Director,0,
1518927128,NPI-2,FAYETTE MEMORIAL HOSPITAL ASSOCIATION INC.,765-827-8933,765-827-7863,1941 VIRGINIA AVE,,CONNERSVILLE,IN,473312833,United States,"Internal Medicine, Cardiovascular Disease",207RC0000X,"Anesthesiology; Orthopaedic Surgery; Pathology, Clinical Pathology/Laboratory Medicine; Physical Medicine & Rehabilitation; Surgery; Internal Medicine, Cardiovascular Disease",2006-03-27,2016-04-08,A,RANDALL WHITE,CEO,0,
1437130986,NPI-2,"FITZGERALD ORTHOPAEDICS, P.C.",260-728-3849,260-728-3860,203 N 12TH ST,,DECATUR,IN,467331554,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2005-11-10,2008-04-20,A,ROBERT FITZGERALD,President Owner,0,
1457516643,NPI-2,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,812-256-6388,812-256-0475,9423 HIGHWAY 403,,CHARLESTOWN,IN,471119664,United States,Internal Medicine,207R00000X,"Family Medicine; Nurse Practitioner, Family; Orthopaedic Surgery, Hand Surgery; Internal Medicine",2008-07-28,2012-06-25,A,EDWARD MILLER,Chief Financial Officer,0,
1790925782,NPI-2,FLOYD MEMORIAL MEDICAL GROUP LLC,812-945-2100,812-945-9495,2315 GREEN VALLEY RD STE 100,,NEW ALBANY,IN,471504649,United States,Family Medicine,207Q00000X,"Internal Medicine; Orthopaedic Surgery, Hand Surgery; Nurse Practitioner, Family; Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Surgery; Internal Medicine, Endocrinology, Diabetes & Metabolism; Psychiatry & Neurology, Neurology; Family Medicine",2009-03-03,2012-03-02,A,JOY WHISTINE,VP Physician Services,0,
1184912370,NPI-2,FMMG LLC,812-542-4906,812-949-5966,1850 STATE ST,,NEW ALBANY,IN,471504990,United States,Family Medicine,207Q00000X,"Anesthesiology, Pain Medicine; Internal Medicine; Internal Medicine, Endocrinology, Diabetes & Metabolism; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Psychiatry & Neurology, Psychiatry; Surgery; Hospitalist; Nurse Practitioner; Family Medicine",2011-07-21,2019-07-08,A,DANIEL EICHENBERGER,President / CEO,0,
1841520137,NPI-2,"FOOT CARE INDY, INC",317-255-3668,,5202 N KEYSTONE AVE,,INDIANAPOLIS,IN,462203602,United States,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,"Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery, Foot and Ankle Surgery",2010-01-08,2012-12-30,A,JEFF SCHABLER,president,0,
1497758429,NPI-2,FORT WAYNE ORTHOPAEDICS LLC,260-436-8686,260-436-8585,7601 W JEFFERSON BLVD,,FORT WAYNE,IN,468044133,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Podiatrist, Foot & Ankle Surgery; Physician Assistant; Nurse Practitioner; Nurse Practitioner, Family; Orthopaedic Surgery",2005-05-23,2015-11-19,A,JERALD COOPER,PRESIDENT,10,"DAVID ALMDALE, M.D.; MICHAEL ARATA, M.D.; NICHOLAS ARNOLD, MD; TIMOTHY ASHWORTH, M.D.; MATTHEW BEUCHEL, MD; BRYCE BIBERSTEIN, M.D.; JAMES BUCHHOLZ, M.D.; JERALD COOPER, M.D.; STEVEN EDDY, M.D.; DAVID FEAKER, DO"
1609181759,NPI-2,"FORT WAYNE ORTHOPAEDICS, LLC",260-436-8686,260-432-5075,1302 MINNICH RD,,NEW HAVEN,IN,467742052,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Physician Assistant; Orthopaedic Surgery",2010-08-13,2010-08-13,A,JERALD COOPER,President,0,
1255750352,NPI-2,"FORT WAYNE ORTHOPAEDICS, LLC",260-436-8686,260-436-8585,800 BROADWAY,STE 215,FORT WAYNE,IN,468022149,United States,Durable Medical Equipment & Medical Supplies,332B00000X,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Podiatrist, Foot & Ankle Surgery; Physician Assistant; Nurse Practitioner, Adult Health; Nurse Practitioner, Family; Durable Medical Equipment & Medical Supplies",2014-04-16,2015-01-27,A,JERALD COOPER,President,0,
1871808923,NPI-2,"FORT WAYNE ORTHOPAEDICS, LLC",260-436-8686,260-436-8585,2512 E DUPONT RD,SUITE 110,FORT WAYNE,IN,468251609,United States,Durable Medical Equipment & Medical Supplies,332B00000X,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Physician Assistant; Durable Medical Equipment & Medical Supplies",2010-08-13,2018-12-04,A,JERALD COOPER,M.D./President,0,
1104131259,NPI-2,"FORT WAYNE ORTHOPAEDICS, LLC",260-436-8686,260-436-8585,"306 E MAUMEE ST, STE. 304",,ANGOLA,IN,467032035,United States,Durable Medical Equipment & Medical Supplies,332B00000X,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Physician Assistant; Durable Medical Equipment & Medical Supplies",2010-08-13,2022-01-07,A,JERALD COOPER,Physician/Owner,0,
1619281219,NPI-2,"FORT WAYNE ORTHOPAEDICS, LLC",260-436-8686,260-436-8585,"820 SMALTZ WAY, STE B",,AUBURN,IN,467060609,United States,Durable Medical Equipment & Medical Supplies,332B00000X,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Physician Assistant; Durable Medical Equipment & Medical Supplies",2010-08-06,2022-08-02,A,JERALD COOPER,Physician/President,0,
1043527781,NPI-2,"FORT WAYNE ORTHOPAEDICS, LLC",260-436-8686,260-436-8585,410 N WILLOWBROOK RD,,COLDWATER,MI,490369462,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Podiatrist, Foot & Ankle Surgery; Physician Assistant; Orthopaedic Surgery",2010-09-01,2010-09-01,A,JERALD COOPER,President,1,ADAM CARR
1740595891,NPI-2,"FORT WAYNE ORTHOPAEDICS, LLC",260-436-8686,260-432-5075,701 ORTHOPEDIC DR.,,WARSAW,IN,465823905,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Physician Assistant; Orthopaedic Surgery",2010-08-13,2023-09-14,A,JERALD COOPER,President,0,
1881909935,NPI-2,"FORT WAYNE ORTHOPEDICS, LLC",260-436-8686,260-459-0036,207 N TOWNLINE RD,,LAGRANGE,IN,467611325,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Physician Assistant; Orthopaedic Surgery",2010-08-13,2013-11-27,A,JERALD COOPER,M.D./President,0,
1720393861,NPI-2,"FORT WAYNE ORTHOPEDICS, LLC",260-436-8686,260-436-8585,303 S MAIN STREET,STE 404A,BLUFFTON,IN,467142503,United States,Durable Medical Equipment & Medical Supplies,332B00000X,"Durable Medical Equipment & Medical Supplies; Physician Assistant; Orthopaedic Surgery; Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Durable Medical Equipment & Medical Supplies",2010-08-13,2021-10-19,A,JERALD COOPER,President,0,
1811202963,NPI-2,"FORT WAYNE ORTHOPEDICS, LLC",260-436-8686,260-459-0036,3816 NEW VISION DR,,FORT WAYNE,IN,468451708,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Physician Assistant; Orthopaedic Surgery",2010-08-13,2013-11-27,A,JERALD COOPER,M.D./President,0,
1043525009,NPI-2,"FORT WAYNE ORTHOPEDICS, LLC",260-436-8686,260-459-0036,315 W OLD KEY DR,SUITE 140,PERU,IN,469709058,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Physician Assistant; Orthopaedic Surgery",2010-08-16,2013-11-27,A,JERALD COOPER,M.D./President,0,
1518272665,NPI-2,"FORT WAYNE ORTHOPEDICS, LLC",260-436-8686,260-459-0036,816 MAIN ST,,ROCHESTER,IN,469751543,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Physician Assistant; Orthopaedic Surgery",2010-08-13,2013-11-27,A,JERALD COOPER,M.D./President,0,
1184939233,NPI-2,"FORT WAYNE ORTHOPEDICS, LLC",260-436-8686,260-459-0036,315 LEHMAN AVE,,TOPEKA,IN,465719476,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Podiatrist; Physician Assistant; Orthopaedic Surgery",2010-08-13,2013-11-27,A,JERALD COOPER,M.D./President,0,
1609463447,NPI-2,"FRANCISCAN ALLIANCE, INC",574-256-3935,,1515 W DRAGOON TRL,,MISHAWAKA,IN,465444710,United States,Orthopaedic Surgery,207X00000X,"Radiology, Diagnostic Radiology; Orthopaedic Surgery",2020-12-28,2020-12-28,A,KEVIN LEAHY,President/CEO,0,
1346597655,NPI-2,FRANCISCAN MEDICAL SPECIALISTS,219-934-2461,219-934-2478,757-45TH STREET,STE 201,MUNSTER,IN,46321,United States,Internal Medicine,207R00000X,"Dermatology; Dermatology, MOHS-Micrographic Surgery; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Infectious Disease; Internal Medicine, Pulmonary Disease; Internal Medicine, Rheumatology; Obstetrics & Gynecology; Orthopaedic Surgery; Pediatrics; Podiatrist, Foot & Ankle Surgery; Durable Medical Equipment & Medical Supplies; Pharmacy; Pharmacy, Community/Retail Pharmacy; Internal Medicine",2012-08-07,2021-09-21,A,DONNA PHALEN,Director,0,
1932575420,NPI-2,FRANCISCAN MEDICAL SPECIALISTS,219-934-2461,219-934-2478,757 45TH AVE,STE 201,MUNSTER,IN,46321,United States,Internal Medicine,207R00000X,"Allergy & Immunology, Allergy; Dermatology, Clinical & Laboratory Dermatological Immunology; Family Medicine; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Infectious Disease; Internal Medicine, Pulmonary Disease; Internal Medicine, Rheumatology; Orthopaedic Surgery; Orthopaedic Surgery, Foot and Ankle Surgery; Pediatrics; Clinical Medical Laboratory; Internal Medicine",2015-08-19,2021-09-21,A,DONNA PHALEN,Director,0,
1467826032,NPI-2,FRANCISCAN PHYSICIAN NETWORK,219-836-0296,,759 45TH STREET,SUITE 201,MUNSTER,IN,46321,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2015-11-19,2023-02-13,A,DONNA PHALEN,Director,0,
1316310535,NPI-2,FRANCISCAN PHYSICIAN NETWORK,219-365-0970,219-365-1830,2001 US HIGHWAY 41,,SCHERERVILLE,IN,463752892,United States,"Internal Medicine, Pulmonary Disease",207RP1001X,"Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Rheumatology; Orthopaedic Surgery; Internal Medicine, Pulmonary Disease",2015-11-10,2023-02-13,A,DONNA PHALEN,Director,0,
1013229970,NPI-2,"FRANCISCAN PHYSICIANS HOSPITAL, LLC",219-864-2059,219-864-2644,24 JOLIET ST,SUITE 101,DYER,IN,463111705,United States,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",2010-07-08,2011-02-24,A,BARBARA GREEN,President,0,
1376855247,NPI-2,"FRANCISCAN PHYSICIANS HOSPITAL, LLC",219-933-2654,219-933-2655,5454 HOHMAN AVE,,HAMMOND,IN,463201931,United States,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",2010-07-08,2011-02-24,A,BARBARA GREENE,President,0,
1427809870,NPI-2,FUZE MEDICAL,219-558-8068,877-822-9116,9430 WICKER AVE,,SAINT JOHN,IN,463739400,United States,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Preventive Medicine, Obesity Medicine",2024-04-01,2024-10-04,A,ARIEL BRAZZALE,Co-owner,0,
1255806048,NPI-2,GBS SPINAL ASSOCIATES LLC,574-314-5023,609-925-9007,9301 CONNECTICUT DR,,CROWN POINT,IN,463077486,United States,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",2018-10-08,2018-12-12,A,FRAN PEDANO,RCM Director,0,
1942412168,NPI-2,"GERALD A. RAHN, MD., LLC",812-337-1000,,822 W 1ST ST,,BLOOMINGTON,IN,474032384,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2007-05-03,2008-03-25,A,GERALD RAHN,President,0,
1063622546,NPI-2,"GIBSON GENERAL HOSPITAL, INC",812-385-9201,812-385-9307,1808 SHERMAN DR,,PRINCETON,IN,47670,United States,Internal Medicine,207R00000X,"Psychologist, Clinical; Orthopaedic Surgery; Surgery; Nurse Practitioner; Anesthesiology; Family Medicine; Internal Medicine, Gastroenterology; Internal Medicine, Hematology & Oncology; Internal Medicine, Sleep Medicine; Nurse Practitioner, Family; Nurse Anesthetist, Certified Registered; Internal Medicine",2007-05-23,2018-10-04,A,DEBRA SHOULTZ,Business Office Manager,0,
1649432071,NPI-2,"GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES, INC",812-885-3333,812-885-3737,520 S 7TH ST,,VINCENNES,IN,475911038,United States,Hospitalist,208M00000X,"Internal Medicine, Hematology & Oncology; Internal Medicine, Medical Oncology; Nurse Practitioner; Internal Medicine; Orthopaedic Surgery, Sports Medicine; Family Medicine; Orthopaedic Surgery; Obstetrics & Gynecology; Clinic/Center, Rural Health; Internal Medicine, Gastroenterology; Anesthesiology; Surgery; Nurse Practitioner, Acute Care; Physician Assistant; Hospitalist",2008-06-26,2026-01-28,A,ADAM THACKER,CEO,0,
1194772293,NPI-2,GOSHEN HEALTH SYSTEM INC,574-364-2611,574-364-2784,2004 ELKHART RD STE A,,GOSHEN,IN,465261118,United States,Family Medicine,207Q00000X,"Internal Medicine; Internal Medicine, Gastroenterology; Internal Medicine, Magnetic Resonance Imaging (MRI); Obstetrics & Gynecology; Orthopaedic Surgery; Pediatrics; Surgery; Clinic/Center, Rural Health; Nurse Practitioner; Family Medicine",2006-05-27,2022-08-15,A,JONATHAN YODER,Vice President,0,
1679315352,NPI-2,"GOSHEN HEALTH SYSTEM, INC",574-537-0521,574-537-1217,851 PARKWAY AVE,,ELKHART,IN,465169334,United States,Family Medicine,207Q00000X,Family Medicine; Orthopaedic Surgery; Nurse Practitioner,2024-06-12,2024-06-12,A,JONATHAN YODER,VP,0,
1467293951,NPI-2,"GOSHEN HEALTH SYSTEM, INC",574-534-2548,574-534-3622,1824 DORCHESTER CT STE A,,GOSHEN,IN,465266819,United States,Orthopaedic Surgery,207X00000X,"Family Medicine, Sports Medicine; Orthopaedic Surgery; Podiatrist; Nurse Practitioner",2024-06-06,2024-06-06,A,JONATHAN YODER,VP,1,"BRYAN BOYER, M.D."
1275570012,NPI-2,"GOSHEN ORTHOPEDIC ASSOCIATES, LLC",574-534-2548,574-534-3622,1824 DORCHESTER CT,,GOSHEN,IN,465266476,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery",2006-06-01,2007-07-11,A,LINDA FLAGG,Administrator,0,
1669472270,NPI-2,"GREAT LAKES ORTHOPEDICS & SPORTS MEDICINE, PC",219-365-0220,219-365-0226,9615 KEILMAN ST,,SAINT JOHN,IN,463739406,United States,Orthopaedic Surgery,207X00000X,"Podiatrist, Foot & Ankle Surgery; Orthopaedic Surgery",2005-07-26,2018-03-17,A,KEITH PITCHFORD,President/CEO,0,
1942703004,NPI-2,GREENE COUNTY GENERAL HOSPITAL,812-847-5212,812-847-6166,1185 N 1000 W,,LINTON,IN,474415282,United States,Hospitalist,208M00000X,"Social Worker, Clinical; Emergency Medicine; Internal Medicine; Obstetrics & Gynecology; Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine; Pediatrics; Radiology, Diagnostic Radiology; Surgery; Podiatrist; Podiatrist, Foot & Ankle Surgery; Physician Assistant; Nurse Practitioner, Family; Nurse Anesthetist, Certified Registered; Hospitalist",2018-03-15,2025-06-26,A,BRENDA REETZ,CEO,0,
1598004434,NPI-2,GREENWOOD ORTHOPEDICS PC,317-497-6497,317-497-6400,3000 S STATE ROAD 135,SUITE 210,GREENWOOD,IN,461439607,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2013-02-13,2013-08-12,A,RICHARD JACKSON,Authorized Official,0,
1083688600,NPI-2,GREENWOOD ORTHOPEDICS PC,317-497-6497,317-497-6400,1550 E COUNTY LINE RD,SUITE 200,INDIANAPOLIS,IN,46227,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2006-02-13,2013-01-17,A,RICHARD JACKSON,Physician Owner of Practice,2,"EVAN ARMINGTON, MD; JAMES COLE, M.D."
1194184671,NPI-2,GREENWOOD ORTHOPEDICS PC,317-893-1000,317-497-6400,965 EMERSON PARKWAY,SUITE K,GREENWOOD,IN,461436274,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2016-02-12,2016-02-12,A,KURT MARTIN,Physician / Owner,0,
1427230408,NPI-2,"HAMILTON ORTHOPAEDICS & SPORTS MEDICINE, PC",317-776-0140,317-776-7557,355 WESTFIELD RD,SUITE 120,NOBLESVILLE,IN,460601443,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2007-11-30,2008-03-06,A,THOMAS CITTADINE,Owner/Orthopaedic Surgeon,0,
1558681387,NPI-2,HAND CENTER OF EVANSVILLE LLC,812-853-2720,812-437-4263,1150 LINCOLN AVE,,EVANSVILLE,IN,477141071,United States,"Orthopaedic Surgery, Hand Surgery",207XS0106X,"Orthopaedic Surgery, Hand Surgery",2010-06-03,2011-11-10,A,ROSS MARBURGER,Owner/Manager,1,"PAUL ALLEY, M.D."
1245256452,NPI-2,HAND SURGERY ASSOCIATES OF INDIANA INC,317-875-9105,317-875-8638,8501 HARCOURT RD,,INDIANAPOLIS,IN,462602046,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery",2006-07-14,2024-09-20,A,LADONNA DRINKUT,Finance Manager,7,"ROBERT BALTERA, MD; GEORGE BEYER, MD; JAMES CREIGHTON, MD; NICHOLAS CROSBY, MD; ALEX DOERMANN, M.D.; WILLIAM DOTTERWEICH; GEORGE BEYER, MD"
1629748827,NPI-2,HARRISON COUNTY HOSPITAL,812-738-4251,812-738-7833,1141 HOSPITAL DR NW,,CORYDON,IN,471122164,United States,Family Medicine,207Q00000X,"Pediatrics; Surgery; Podiatrist, Foot & Ankle Surgery; Nurse Practitioner; Specialist; Dermatology; Obstetrics & Gynecology; Internal Medicine; Nurse Practitioner, Family; Anesthesiology; Physician Assistant, Medical; Orthopaedic Surgery; Nurse Practitioner, Adult Health; Nurse Practitioner, Neonatal; Family Medicine",2021-09-18,2025-11-07,A,BARB MOODY,Credentialing Specialist,0,
1679727705,NPI-2,HARRISON COUNTY HOSPITAL,812-738-4251,812-734-9801,1263 HOSPITAL DR NW STE 105,,CORYDON,IN,471122173,United States,Orthopaedic Surgery,207X00000X,"Podiatrist, Foot & Ankle Surgery; Physician Assistant, Medical; Nurse Practitioner; Orthopaedic Surgery",2008-11-17,2023-11-30,A,DONALD DUVAL,CFO,2,"DOUGLAS BOLDA, M.D.; DOUGLAS BOLDA, M.D."
1487618807,NPI-2,HEALTH SERVICES CORPORATION OF SOUTHEASTERN INDIANA,812-537-8245,812-537-1041,600 WILSON CREEK ROAD,,LAWRENCEBURG,IN,47025,United States,Family Medicine,207Q00000X,"Dermatology; Internal Medicine; Internal Medicine, Pulmonary Disease; Obstetrics & Gynecology; Ophthalmology; Orthopaedic Surgery; Pediatrics; Surgery; Urology; Family Medicine",2006-04-13,2017-08-28,A,MICHAEL SCHWEBLER,President,0,
1528012341,NPI-2,HENDRICKS COUNTY HOSPITAL,317-837-5571,317-837-5580,1100 SOUTHFIELD DR,SUITE 1370,PLAINFIELD,IN,461684498,United States,Internal Medicine,207R00000X,"Pediatrics; Surgery; Hospitalist; Ophthalmology; Obstetrics & Gynecology; Internal Medicine, Rheumatology; Orthopaedic Surgery, Sports Medicine; Internal Medicine, Endocrinology, Diabetes & Metabolism; Family Medicine; Psychiatry & Neurology, Neurology; Internal Medicine, Gastroenterology; Internal Medicine, Nephrology; Family Medicine, Sports Medicine; Internal Medicine",2006-05-19,2025-09-04,A,HEATHER RUTHERFORD,Credentialing Coordinator,0,
1063640258,NPI-2,HENDRICKS COUNTY HOSPITAL,317-718-4676,317-718-2476,1000 E MAIN ST,,DANVILLE,IN,461221948,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Physician Assistant; Family Medicine, Sports Medicine; Orthopaedic Surgery, Sports Medicine",2009-06-25,2025-11-17,A,HEATHER RUTHERFORD,credentialing coordinator,0,
1356438709,NPI-2,HENDRICKS COUNTY HOSPITAL,317-718-4263,317-272-7855,301 SATORI PKWY STE 120,,AVON,IN,461236407,United States,"Family Medicine, Sports Medicine",207QS0010X,"Orthopaedic Surgery; Family Medicine, Sports Medicine",2006-10-06,2026-02-12,A,HEATHER RUTHERFORD,Credentialing Coordinator,0,
